,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year
7344,Czech Republic,2010,female,25-34 years,26,805752,0.863,207477857919
7345,Czech Republic,2010,female,15-24 years,2,629937,0.863,207477857919
7346,Czech Republic,2010,male, 5-14 years,1,479853,0.863,207477857919
7347,Czech Republic,2010,female, 5-14 years,0,454268,0.863,207477857919
7348,Czech Republic,2011,male,75+ years,118,246004,0.866,227948349666
7349,Czech Republic,2011,male,55-74 years,424,1152114,0.866,227948349666
7350,Czech Republic,2011,male,35-54 years,5,1517715,0.866,227948349666
7351,Czech Republic,2011,male,25-34 years,173,818695,0.866,227948349666
7352,Czech Republic,2011,male,15-24 years,12,632356,0.866,227948349666
7353,Czech Republic,2011,female,75+ years,43,454906,0.866,227948349666
7354,Czech Republic,2011,female,35-54 years,86,1456523,0.866,227948349666
7355,Czech Republic,2011,female,55-74 years,77,1312571,0.866,227948349666
7356,Czech Republic,2011,female,25-34 years,28,771896,0.866,227948349666
7357,Czech Republic,2011,female,15-24 years,19,602033,0.866,227948349666
7358,Czech Republic,2011,male, 5-14 years,2,483911,0.866,227948349666
7359,Czech Republic,2011,female, 5-14 years,0,457594,0.866,227948349666
7360,Czech Republic,2012,male,75+ years,146,248952,0.867,207376427021
7361,Czech Republic,2012,male,55-74 years,43,1173069,0.867,207376427021
7362,Czech Republic,2012,male,35-54 years,538,1537251,0.867,207376427021
7363,Czech Republic,2012,male,25-34 years,179,796162,0.867,207376427021
7364,Czech Republic,2012,male,15-24 years,84,609704,0.867,207376427021
7365,Czech Republic,2012,female,75+ years,45,456859,0.867,207376427021
7366,Czech Republic,2012,female,55-74 years,16,1333013,0.867,207376427021
7367,Czech Republic,2012,female,35-54 years,94,1471892,0.867,207376427021
7368,Czech Republic,2012,female,25-34 years,22,750032,0.867,207376427021
7369,Czech Republic,2012,female,15-24 years,1,581629,0.867,207376427021
7370,Czech Republic,2012,male, 5-14 years,3,495721,0.867,207376427021
7371,Czech Republic,2012,female, 5-14 years,1,468843,0.867,207376427021
7372,Czech Republic,2013,male,75+ years,129,252532,0.868,209402444996
7373,Czech Republic,2013,male,55-74 years,399,1188011,0.868,209402444996
7374,Czech Republic,2013,male,35-54 years,485,1556338,0.868,209402444996
7375,Czech Republic,2013,male,25-34 years,168,773130,0.868,209402444996
7376,Czech Republic,2013,male,15-24 years,18,586871,0.868,209402444996
7377,Czech Republic,2013,female,75+ years,36,459282,0.868,209402444996
7378,Czech Republic,2013,female,35-54 years,18,1488299,0.868,209402444996
7379,Czech Republic,2013,female,55-74 years,92,1347862,0.868,209402444996
7380,Czech Republic,2013,female,25-34 years,3,729365,0.868,209402444996
7381,Czech Republic,2013,female,15-24 years,15,560391,0.868,209402444996
7382,Czech Republic,2013,male, 5-14 years,5,510895,0.868,209402444996
7383,Czech Republic,2013,female, 5-14 years,2,483804,0.868,209402444996
7384,Czech Republic,2014,male,75+ years,123,257383,0.87,207818330724
7385,Czech Republic,2014,male,55-74 years,364,1197687,0.87,207818330724
7386,Czech Republic,2014,male,35-54 years,467,1580637,0.87,207818330724
7387,Czech Republic,2014,male,25-34 years,157,752372,0.87,207818330724
7388,Czech Republic,2014,male,15-24 years,84,565782,0.87,207818330724
7389,Czech Republic,2014,female,75+ years,54,464061,0.87,207818330724
7390,Czech Republic,2014,female,55-74 years,17,1356408,0.87,207818330724
7391,Czech Republic,2014,female,35-54 years,94,1509758,0.87,207818330724
7392,Czech Republic,2014,female,25-34 years,26,711374,0.87,207818330724
7393,Czech Republic,2014,female,15-24 years,11,540106,0.87,207818330724
7394,Czech Republic,2014,female, 5-14 years,1,500027,0.87,207818330724
7395,Czech Republic,2014,male, 5-14 years,1,527532,0.87,207818330724
7396,Czech Republic,2015,male,75+ years,145,264401,,186829940546
7397,Czech Republic,2015,male,55-74 years,373,1202553,,186829940546
7398,Czech Republic,2015,male,35-54 years,44,1602521,,186829940546
7399,Czech Republic,2015,male,25-34 years,151,737221,,186829940546
7400,Czech Republic,2015,male,15-24 years,58,546597,,186829940546
7401,Czech Republic,2015,female,75+ years,44,471092,,186829940546
7402,Czech Republic,2015,female,55-74 years,8,1358421,,186829940546
7403,Czech Republic,2015,female,35-54 years,86,1528289,,186829940546
7404,Czech Republic,2015,female,15-24 years,19,521060,,186829940546
7405,Czech Republic,2015,female,25-34 years,2,698584,,186829940546
7406,Czech Republic,2015,female, 5-14 years,5,515457,,186829940546
7407,Czech Republic,2015,male, 5-14 years,2,543129,,186829940546
7408,Czech Republic,2016,male,75+ years,14,273637,,195305084919
7409,Czech Republic,2016,male,55-74 years,319,1205832,,195305084919
7410,Czech Republic,2016,male,35-54 years,386,1617906,,195305084919
7411,Czech Republic,2016,male,25-34 years,137,729199,,195305084919
7412,Czech Republic,2016,male,15-24 years,78,527890,,195305084919
7413,Czech Republic,2016,female,55-74 years,86,1358948,,195305084919
7414,Czech Republic,2016,female,35-54 years,91,1541109,,195305084919
7415,Czech Republic,2016,female,75+ years,25,480884,,195305084919
7416,Czech Republic,2016,female,25-34 years,34,691963,,195305084919
7417,Czech Republic,2016,female,15-24 years,22,502574,,195305084919
7418,Denmark,1994,male,75+ years,89,131700,,156162311732
7419,Denmark,1994,male,55-74 years,189,448200,,156162311732
7420,Denmark,1994,male,35-54 years,279,755600,,156162311732
7421,Denmark,1994,female,75+ years,7,230600,,156162311732
7422,Denmark,1994,male,25-34 years,85,414100,,156162311732
7423,Denmark,1994,female,55-74 years,1,500000,,156162311732
7424,Denmark,1994,female,35-54 years,113,732100,,156162311732
7425,Denmark,1994,male,15-24 years,37,360900,,156162311732
7426,Denmark,1994,female,25-34 years,23,392600,,156162311732
7427,Denmark,1994,female,15-24 years,13,346100,,156162311732
7428,Denmark,1994,male, 5-14 years,1,288100,,156162311732
7429,Denmark,1994,female, 5-14 years,0,274900,,156162311732
7430,Denmark,1995,male,75+ years,85,133500,0.83,185006961302
7431,Denmark,1995,male,55-74 years,18,449600,0.83,185006961302
7432,Denmark,1995,female,75+ years,63,233200,0.83,185006961302
7433,Denmark,1995,male,35-54 years,24,762400,0.83,185006961302
7434,Denmark,1995,male,25-34 years,18,413900,0.83,185006961302
7435,Denmark,1995,female,55-74 years,12,498300,0.83,185006961302
7436,Denmark,1995,female,35-54 years,18,739000,0.83,185006961302
7437,Denmark,1995,male,15-24 years,47,355700,0.83,185006961302
7438,Denmark,1995,female,25-34 years,18,393200,0.83,185006961302
7439,Denmark,1995,female,15-24 years,8,341800,0.83,185006961302
7440,Denmark,1995,male, 5-14 years,1,291000,0.83,185006961302
7441,Denmark,1995,female, 5-14 years,0,277500,0.83,185006961302
7442,Denmark,1996,male,75+ years,95,134200,,187632400366
7443,Denmark,1996,male,55-74 years,17,452400,,187632400366
7444,Denmark,1996,male,35-54 years,236,771800,,187632400366
7445,Denmark,1996,female,75+ years,47,234200,,187632400366
7446,Denmark,1996,male,25-34 years,83,416000,,187632400366
7447,Denmark,1996,female,35-54 years,115,747600,,187632400366
7448,Denmark,1996,female,55-74 years,71,498500,,187632400366
7449,Denmark,1996,male,15-24 years,46,348400,,187632400366
7450,Denmark,1996,female,25-34 years,2,395400,,187632400366
7451,Denmark,1996,female,15-24 years,8,335700,,187632400366
7452,Denmark,1996,male, 5-14 years,1,298600,,187632400366
7453,Denmark,1996,female, 5-14 years,0,284500,,187632400366
7454,Denmark,1997,male,75+ years,94,135400,,173537588008
7455,Denmark,1997,male,55-74 years,148,458400,,173537588008
7456,Denmark,1997,male,35-54 years,191,777200,,173537588008
7457,Denmark,1997,female,75+ years,46,236400,,173537588008
7458,Denmark,1997,male,25-34 years,79,417200,,173537588008
7459,Denmark,1997,female,55-74 years,88,501000,,173537588008
7460,Denmark,1997,male,15-24 years,45,337600,,173537588008
7461,Denmark,1997,female,35-54 years,84,753500,,173537588008
7462,Denmark,1997,female,25-34 years,22,397100,,173537588008
7463,Denmark,1997,female,15-24 years,17,326300,,173537588008
7464,Denmark,1997,male, 5-14 years,3,306200,,173537588008
7465,Denmark,1997,female, 5-14 years,0,291000,,173537588008
7466,Denmark,1998,male,75+ years,74,136600,,176992000955
7467,Denmark,1998,male,35-54 years,235,780300,,176992000955
7468,Denmark,1998,male,55-74 years,118,467900,,176992000955
7469,Denmark,1998,male,25-34 years,84,414200,,176992000955
7470,Denmark,1998,female,75+ years,38,237600,,176992000955
7471,Denmark,1998,female,55-74 years,74,507800,,176992000955
7472,Denmark,1998,female,35-54 years,79,756900,,176992000955
7473,Denmark,1998,male,15-24 years,34,327800,,176992000955
7474,Denmark,1998,female,25-34 years,16,396400,,176992000955
7475,Denmark,1998,female,15-24 years,9,316600,,176992000955
7476,Denmark,1998,male, 5-14 years,2,314900,,176992000955
7477,Denmark,1998,female, 5-14 years,0,299400,,176992000955
7478,Denmark,1999,male,75+ years,64,137353,,177965224621
7479,Denmark,1999,male,55-74 years,151,480316,,177965224621
7480,Denmark,1999,male,35-54 years,214,783204,,177965224621
7481,Denmark,1999,male,25-34 years,91,408827,,177965224621
7482,Denmark,1999,female,55-74 years,71,516749,,177965224621
7483,Denmark,1999,male,15-24 years,4,319101,,177965224621
7484,Denmark,1999,female,75+ years,26,238400,,177965224621
7485,Denmark,1999,female,35-54 years,74,759458,,177965224621
7486,Denmark,1999,female,25-34 years,21,392951,,177965224621
7487,Denmark,1999,female,15-24 years,7,308800,,177965224621
7488,Denmark,1999,male, 5-14 years,3,323638,,177965224621
7489,Denmark,1999,female, 5-14 years,0,307403,,177965224621
7490,Denmark,2000,male,75+ years,72,138454,0.862,164158800460
7491,Denmark,2000,male,55-74 years,142,495321,0.862,164158800460
7492,Denmark,2000,male,35-54 years,218,783883,0.862,164158800460
7493,Denmark,2000,female,75+ years,42,239483,0.862,164158800460
7494,Denmark,2000,male,25-34 years,61,403105,0.862,164158800460
7495,Denmark,2000,male,15-24 years,39,310470,0.862,164158800460
7496,Denmark,2000,female,55-74 years,54,528095,0.862,164158800460
7497,Denmark,2000,female,35-54 years,74,760859,0.862,164158800460
7498,Denmark,2000,female,25-34 years,16,389550,0.862,164158800460
7499,Denmark,2000,female,15-24 years,9,300690,0.862,164158800460
7500,Denmark,2000,male, 5-14 years,1,332762,0.862,164158800460
7501,Denmark,2000,female, 5-14 years,0,315938,0.862,164158800460
7502,Denmark,2001,male,75+ years,82,139637,,164791416350
7503,Denmark,2001,male,35-54 years,24,783604,,164791416350
7504,Denmark,2001,male,55-74 years,123,512361,,164791416350
7505,Denmark,2001,female,75+ years,48,239716,,164791416350
7506,Denmark,2001,female,55-74 years,83,541963,,164791416350
7507,Denmark,2001,male,25-34 years,58,394591,,164791416350
7508,Denmark,2001,male,15-24 years,38,304335,,164791416350
7509,Denmark,2001,female,35-54 years,73,761705,,164791416350
7510,Denmark,2001,female,15-24 years,7,294773,,164791416350
7511,Denmark,2001,female,25-34 years,9,383262,,164791416350
7512,Denmark,2001,male, 5-14 years,2,340220,,164791416350
7513,Denmark,2001,female, 5-14 years,0,322284,,164791416350
7514,Denmark,2002,male,75+ years,77,140549,,178635160297
7515,Denmark,2002,male,55-74 years,14,528640,,178635160297
7516,Denmark,2002,male,35-54 years,182,784825,,178635160297
7517,Denmark,2002,female,75+ years,42,239014,,178635160297
7518,Denmark,2002,male,25-34 years,64,383869,,178635160297
7519,Denmark,2002,male,15-24 years,4,302190,,178635160297
7520,Denmark,2002,female,55-74 years,63,556057,,178635160297
7521,Denmark,2002,female,35-54 years,63,762841,,178635160297
7522,Denmark,2002,female,25-34 years,11,374887,,178635160297
7523,Denmark,2002,female,15-24 years,6,292727,,178635160297
7524,Denmark,2002,female, 5-14 years,0,328734,,178635160297
7525,Denmark,2002,male, 5-14 years,0,346889,,178635160297
7526,Denmark,2003,male,75+ years,73,141062,,218095997085
7527,Denmark,2003,male,35-54 years,26,784047,,218095997085
7528,Denmark,2003,male,55-74 years,129,542296,,218095997085
7529,Denmark,2003,male,25-34 years,48,376343,,218095997085
7530,Denmark,2003,female,75+ years,26,237848,,218095997085
7531,Denmark,2003,female,55-74 years,59,567852,,218095997085
7532,Denmark,2003,male,15-24 years,24,300836,,218095997085
7533,Denmark,2003,female,35-54 years,43,763110,,218095997085
7534,Denmark,2003,female,25-34 years,19,369080,,218095997085
7535,Denmark,2003,female,15-24 years,6,290582,,218095997085
7536,Denmark,2003,female, 5-14 years,0,332848,,218095997085
7537,Denmark,2003,male, 5-14 years,0,350879,,218095997085
7538,Denmark,2004,male,75+ years,69,142305,,251373036671
7539,Denmark,2004,male,35-54 years,18,782832,,251373036671
7540,Denmark,2004,male,55-74 years,125,553556,,251373036671
7541,Denmark,2004,male,25-34 years,6,369973,,251373036671
7542,Denmark,2004,female,55-74 years,66,578536,,251373036671
7543,Denmark,2004,male,15-24 years,33,301933,,251373036671
7544,Denmark,2004,female,75+ years,23,237260,,251373036671
7545,Denmark,2004,female,35-54 years,71,762293,,251373036671
7546,Denmark,2004,female,25-34 years,19,364710,,251373036671
7547,Denmark,2004,female,15-24 years,11,290626,,251373036671
7548,Denmark,2004,female, 5-14 years,2,335587,,251373036671
7549,Denmark,2004,male, 5-14 years,2,353316,,251373036671
7550,Denmark,2005,male,75+ years,83,143327,0.902,264467308109
7551,Denmark,2005,male,55-74 years,139,564794,0.902,264467308109
7552,Denmark,2005,male,35-54 years,158,781448,0.902,264467308109
7553,Denmark,2005,female,75+ years,38,236734,0.902,264467308109
7554,Denmark,2005,male,25-34 years,53,364110,0.902,264467308109
7555,Denmark,2005,female,55-74 years,61,588430,0.902,264467308109
7556,Denmark,2005,female,35-54 years,58,762175,0.902,264467308109
7557,Denmark,2005,male,15-24 years,21,305232,0.902,264467308109
7558,Denmark,2005,female,25-34 years,1,360100,0.902,264467308109
7559,Denmark,2005,female,15-24 years,7,292929,0.902,264467308109
7560,Denmark,2005,male, 5-14 years,3,354025,0.902,264467308109
7561,Denmark,2005,female, 5-14 years,0,336548,0.902,264467308109
7562,Denmark,2006,male,75+ years,79,144928,,282884912894
7563,Denmark,2006,male,55-74 years,155,575056,,282884912894
7564,Denmark,2006,male,35-54 years,161,782816,,282884912894
7565,Denmark,2006,male,25-34 years,52,355908,,282884912894
7566,Denmark,2006,female,55-74 years,71,597984,,282884912894
7567,Denmark,2006,female,75+ years,25,236472,,282884912894
7568,Denmark,2006,male,15-24 years,24,312053,,282884912894
7569,Denmark,2006,female,35-54 years,57,763418,,282884912894
7570,Denmark,2006,female,25-34 years,15,353444,,282884912894
7571,Denmark,2006,female,15-24 years,9,298500,,282884912894
7572,Denmark,2006,female, 5-14 years,1,336170,,282884912894
7573,Denmark,2006,male, 5-14 years,1,353711,,282884912894
7574,Denmark,2007,male,75+ years,59,146309,,319423370134
7575,Denmark,2007,male,55-74 years,124,584457,,319423370134
7576,Denmark,2007,male,35-54 years,145,786990,,319423370134
7577,Denmark,2007,male,25-34 years,56,347246,,319423370134
7578,Denmark,2007,female,75+ years,33,235854,,319423370134
7579,Denmark,2007,female,35-54 years,71,768072,,319423370134
7580,Denmark,2007,female,55-74 years,55,606387,,319423370134
7581,Denmark,2007,male,15-24 years,15,320054,,319423370134
7582,Denmark,2007,female,25-34 years,15,345418,,319423370134
7583,Denmark,2007,female,15-24 years,6,305722,,319423370134
7584,Denmark,2007,male, 5-14 years,2,351664,,319423370134
7585,Denmark,2007,female, 5-14 years,0,334828,,319423370134
7586,Denmark,2008,male,75+ years,62,147834,,353361056080
7587,Denmark,2008,male,55-74 years,127,595286,,353361056080
7588,Denmark,2008,male,35-54 years,15,788890,,353361056080
7589,Denmark,2008,male,25-34 years,48,341329,,353361056080
7590,Denmark,2008,female,75+ years,27,235396,,353361056080
7591,Denmark,2008,female,55-74 years,63,616691,,353361056080
7592,Denmark,2008,female,35-54 years,76,770688,,353361056080
7593,Denmark,2008,male,15-24 years,3,330409,,353361056080
7594,Denmark,2008,female,25-34 years,9,338992,,353361056080
7595,Denmark,2008,female,15-24 years,8,315514,,353361056080
7596,Denmark,2008,female, 5-14 years,2,332388,,353361056080
7597,Denmark,2008,male, 5-14 years,1,349108,,353361056080
7598,Denmark,2009,male,75+ years,64,150153,,321241396034
7599,Denmark,2009,male,55-74 years,165,604423,,321241396034
7600,Denmark,2009,male,35-54 years,186,790578,,321241396034
7601,Denmark,2009,female,75+ years,32,235213,,321241396034
7602,Denmark,2009,male,25-34 years,36,335963,,321241396034
7603,Denmark,2009,female,55-74 years,52,625986,,321241396034
7604,Denmark,2009,male,15-24 years,24,340143,,321241396034
7605,Denmark,2009,female,35-54 years,43,773415,,321241396034
7606,Denmark,2009,female,25-34 years,13,334052,,321241396034
7607,Denmark,2009,female,15-24 years,4,324876,,321241396034
7608,Denmark,2009,male, 5-14 years,2,347259,,321241396034
7609,Denmark,2009,female, 5-14 years,1,330729,,321241396034
7610,Denmark,2010,male,75+ years,61,153231,0.908,321995350347
7611,Denmark,2010,male,55-74 years,142,613233,0.908,321995350347
7612,Denmark,2010,male,35-54 years,142,791338,0.908,321995350347
7613,Denmark,2010,male,25-34 years,43,329780,0.908,321995350347
7614,Denmark,2010,female,75+ years,22,236409,0.908,321995350347
7615,Denmark,2010,female,55-74 years,56,634607,0.908,321995350347
7616,Denmark,2010,female,35-54 years,64,776699,0.908,321995350347
