,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year
6918,Cyprus,1999,male,55-74 years,1,63504,,10614455232
6919,Cyprus,1999,female,15-24 years,0,73855,,10614455232
6920,Cyprus,1999,female,25-34 years,0,70201,,10614455232
6921,Cyprus,1999,female,35-54 years,0,119889,,10614455232
6922,Cyprus,1999,female, 5-14 years,0,69281,,10614455232
6923,Cyprus,1999,female,55-74 years,0,69881,,10614455232
6924,Cyprus,1999,female,75+ years,0,22730,,10614455232
6925,Cyprus,1999,male,15-24 years,0,81348,,10614455232
6926,Cyprus,1999,male,25-34 years,0,72963,,10614455232
6927,Cyprus,1999,male,35-54 years,0,122486,,10614455232
6928,Cyprus,1999,male, 5-14 years,0,73496,,10614455232
6929,Cyprus,1999,male,75+ years,0,17099,,10614455232
6930,Cyprus,2000,male,25-34 years,5,73992,0.8,10183317625
6931,Cyprus,2000,male,35-54 years,2,125288,0.8,10183317625
6932,Cyprus,2000,female,15-24 years,0,75880,0.8,10183317625
6933,Cyprus,2000,female,25-34 years,0,71455,0.8,10183317625
6934,Cyprus,2000,female,35-54 years,0,122632,0.8,10183317625
6935,Cyprus,2000,female, 5-14 years,0,69500,0.8,10183317625
6936,Cyprus,2000,female,55-74 years,0,72098,0.8,10183317625
6937,Cyprus,2000,female,75+ years,0,23228,0.8,10183317625
6938,Cyprus,2000,male,15-24 years,0,84119,0.8,10183317625
6939,Cyprus,2000,male, 5-14 years,0,73737,0.8,10183317625
6940,Cyprus,2000,male,55-74 years,0,66009,0.8,10183317625
6941,Cyprus,2000,male,75+ years,0,17291,0.8,10183317625
6942,Cyprus,2004,male,55-74 years,2,60428,,17422375000
6943,Cyprus,2004,male,35-54 years,3,98485,,17422375000
6944,Cyprus,2004,female,25-34 years,1,54147,,17422375000
6945,Cyprus,2004,female,35-54 years,1,104038,,17422375000
6946,Cyprus,2004,female,15-24 years,0,56410,,17422375000
6947,Cyprus,2004,female, 5-14 years,0,50624,,17422375000
6948,Cyprus,2004,female,55-74 years,0,65412,,17422375000
6949,Cyprus,2004,female,75+ years,0,22299,,17422375000
6950,Cyprus,2004,male,15-24 years,0,59250,,17422375000
6951,Cyprus,2004,male,25-34 years,0,49934,,17422375000
6952,Cyprus,2004,male, 5-14 years,0,53202,,17422375000
6953,Cyprus,2004,male,75+ years,0,16387,,17422375000
6954,Cyprus,2005,male,55-74 years,4,62661,0.83,18703146375
6955,Cyprus,2005,female,55-74 years,3,67452,0.83,18703146375
6956,Cyprus,2005,male,35-54 years,4,99191,0.83,18703146375
6957,Cyprus,2005,male,25-34 years,2,51837,0.83,18703146375
6958,Cyprus,2005,male,15-24 years,2,60126,0.83,18703146375
6959,Cyprus,2005,female,15-24 years,1,57341,0.83,18703146375
6960,Cyprus,2005,female,35-54 years,1,105435,0.83,18703146375
6961,Cyprus,2005,female,25-34 years,0,55734,0.83,18703146375
6962,Cyprus,2005,female, 5-14 years,0,49682,0.83,18703146375
6963,Cyprus,2005,female,75+ years,0,22842,0.83,18703146375
6964,Cyprus,2005,male, 5-14 years,0,52329,0.83,18703146375
6965,Cyprus,2005,male,75+ years,0,16633,0.83,18703146375
6966,Cyprus,2006,male,55-74 years,5,64866,,20403713461
6967,Cyprus,2006,male,25-34 years,4,53856,,20403713461
6968,Cyprus,2006,female,55-74 years,3,69357,,20403713461
6969,Cyprus,2006,female,35-54 years,3,107098,,20403713461
6970,Cyprus,2006,male,35-54 years,2,100123,,20403713461
6971,Cyprus,2006,female,25-34 years,1,57514,,20403713461
6972,Cyprus,2006,male,15-24 years,1,61353,,20403713461
6973,Cyprus,2006,female,15-24 years,0,58243,,20403713461
6974,Cyprus,2006,female, 5-14 years,0,48947,,20403713461
6975,Cyprus,2006,female,75+ years,0,23595,,20403713461
6976,Cyprus,2006,male, 5-14 years,0,51269,,20403713461
6977,Cyprus,2006,male,75+ years,0,17205,,20403713461
6978,Cyprus,2007,male,75+ years,2,17897,,24077470572
6979,Cyprus,2007,male,25-34 years,4,55768,,24077470572
6980,Cyprus,2007,male,15-24 years,3,63227,,24077470572
6981,Cyprus,2007,male,55-74 years,3,67267,,24077470572
6982,Cyprus,2007,female,25-34 years,2,59428,,24077470572
6983,Cyprus,2007,male,35-54 years,3,101951,,24077470572
6984,Cyprus,2007,female,55-74 years,1,71415,,24077470572
6985,Cyprus,2007,female,35-54 years,1,109618,,24077470572
6986,Cyprus,2007,female,15-24 years,0,60276,,24077470572
6987,Cyprus,2007,female, 5-14 years,0,47379,,24077470572
6988,Cyprus,2007,female,75+ years,0,24362,,24077470572
6989,Cyprus,2007,male, 5-14 years,0,49978,,24077470572
6990,Cyprus,2008,male,35-54 years,16,104052,,27839460964
6991,Cyprus,2008,male,25-34 years,7,58499,,27839460964
6992,Cyprus,2008,male,75+ years,2,18436,,27839460964
6993,Cyprus,2008,female,25-34 years,3,62348,,27839460964
6994,Cyprus,2008,male,15-24 years,3,64765,,27839460964
6995,Cyprus,2008,female,35-54 years,5,112837,,27839460964
6996,Cyprus,2008,male,55-74 years,3,69949,,27839460964
6997,Cyprus,2008,female,55-74 years,2,73788,,27839460964
6998,Cyprus,2008,female,15-24 years,0,61894,,27839460964
6999,Cyprus,2008,female, 5-14 years,0,46407,,27839460964
7000,Cyprus,2008,female,75+ years,0,25015,,27839460964
7001,Cyprus,2008,male, 5-14 years,0,49044,,27839460964
7002,Cyprus,2009,male,75+ years,3,19014,,25942622951
7003,Cyprus,2009,male,25-34 years,6,61663,,25942622951
7004,Cyprus,2009,male,15-24 years,5,66107,,25942622951
7005,Cyprus,2009,male,35-54 years,7,105858,,25942622951
7006,Cyprus,2009,male,55-74 years,4,72713,,25942622951
7007,Cyprus,2009,female,75+ years,1,25758,,25942622951
7008,Cyprus,2009,female,35-54 years,4,116224,,25942622951
7009,Cyprus,2009,female,25-34 years,2,66001,,25942622951
7010,Cyprus,2009,female,15-24 years,0,63385,,25942622951
7011,Cyprus,2009,female, 5-14 years,0,45750,,25942622951
7012,Cyprus,2009,female,55-74 years,0,76382,,25942622951
7013,Cyprus,2009,male, 5-14 years,0,48319,,25942622951
7014,Cyprus,2010,male,75+ years,3,19667,0.848,25562251656
7015,Cyprus,2010,male,25-34 years,7,65092,0.848,25562251656
7016,Cyprus,2010,male,55-74 years,7,75567,0.848,25562251656
7017,Cyprus,2010,male,35-54 years,9,107241,0.848,25562251656
7018,Cyprus,2010,male,15-24 years,4,67097,0.848,25562251656
7019,Cyprus,2010,female,15-24 years,3,64577,0.848,25562251656
7020,Cyprus,2010,female,35-54 years,4,119200,0.848,25562251656
7021,Cyprus,2010,female,55-74 years,1,79168,0.848,25562251656
7022,Cyprus,2010,female,25-34 years,0,69866,0.848,25562251656
7023,Cyprus,2010,female, 5-14 years,0,45354,0.848,25562251656
7024,Cyprus,2010,female,75+ years,0,26570,0.848,25562251656
7025,Cyprus,2010,male, 5-14 years,0,47682,0.848,25562251656
7026,Cyprus,2011,male,35-54 years,12,108755,0.852,27427161523
7027,Cyprus,2011,male,55-74 years,8,77047,0.852,27427161523
7028,Cyprus,2011,male,75+ years,2,19308,0.852,27427161523
7029,Cyprus,2011,male,15-24 years,3,67311,0.852,27427161523
7030,Cyprus,2011,female,75+ years,1,25937,0.852,27427161523
7031,Cyprus,2011,female,35-54 years,3,122543,0.852,27427161523
7032,Cyprus,2011,female,55-74 years,1,80672,0.852,27427161523
7033,Cyprus,2011,female,15-24 years,0,64690,0.852,27427161523
7034,Cyprus,2011,female,25-34 years,0,73838,0.852,27427161523
7035,Cyprus,2011,female, 5-14 years,0,44757,0.852,27427161523
7036,Cyprus,2011,male,25-34 years,0,68773,0.852,27427161523
7037,Cyprus,2011,male, 5-14 years,0,47189,0.852,27427161523
7038,Cyprus,2012,male,25-34 years,9,70596,0.852,25041372222
7039,Cyprus,2012,male,35-54 years,14,110616,0.852,25041372222
7040,Cyprus,2012,male,15-24 years,6,66014,0.852,25041372222
7041,Cyprus,2012,male,55-74 years,5,79804,0.852,25041372222
7042,Cyprus,2012,female,25-34 years,1,75365,0.852,25041372222
7043,Cyprus,2012,female,35-54 years,1,125423,0.852,25041372222
7044,Cyprus,2012,female,15-24 years,0,63355,0.852,25041372222
7045,Cyprus,2012,female, 5-14 years,0,44613,0.852,25041372222
7046,Cyprus,2012,female,55-74 years,0,83946,0.852,25041372222
7047,Cyprus,2012,female,75+ years,0,27031,0.852,25041372222
7048,Cyprus,2012,male, 5-14 years,0,47222,0.852,25041372222
7049,Cyprus,2012,male,75+ years,0,20320,0.852,25041372222
7050,Cyprus,2013,male,75+ years,3,21349,0.85,24084572491
7051,Cyprus,2013,male,15-24 years,8,62893,0.85,24084572491
7052,Cyprus,2013,male,55-74 years,1,81903,0.85,24084572491
7053,Cyprus,2013,male,25-34 years,8,70521,0.85,24084572491
7054,Cyprus,2013,male,35-54 years,11,110593,0.85,24084572491
7055,Cyprus,2013,female,35-54 years,4,125846,0.85,24084572491
7056,Cyprus,2013,female,55-74 years,1,86452,0.85,24084572491
7057,Cyprus,2013,female,15-24 years,0,59969,0.85,24084572491
7058,Cyprus,2013,female,25-34 years,0,73849,0.85,24084572491
7059,Cyprus,2013,female, 5-14 years,0,44407,0.85,24084572491
7060,Cyprus,2013,female,75+ years,0,28320,0.85,24084572491
7061,Cyprus,2013,male, 5-14 years,0,46914,0.85,24084572491
7062,Cyprus,2014,male,35-54 years,13,107823,0.85,23359294149
7063,Cyprus,2014,male,25-34 years,8,68555,0.85,23359294149
7064,Cyprus,2014,male,55-74 years,7,82766,0.85,23359294149
7065,Cyprus,2014,female,55-74 years,5,87152,0.85,23359294149
7066,Cyprus,2014,female,25-34 years,4,72330,0.85,23359294149
7067,Cyprus,2014,female,15-24 years,3,59114,0.85,23359294149
7068,Cyprus,2014,male,75+ years,1,22372,0.85,23359294149
7069,Cyprus,2014,male,15-24 years,2,60975,0.85,23359294149
7070,Cyprus,2014,female,35-54 years,1,122485,0.85,23359294149
7071,Cyprus,2014,female, 5-14 years,0,44760,0.85,23359294149
7072,Cyprus,2014,female,75+ years,0,29382,0.85,23359294149
7073,Cyprus,2014,male, 5-14 years,0,47104,0.85,23359294149
7074,Cyprus,2015,male,55-74 years,9,83627,,19676167240
7075,Cyprus,2015,male,25-34 years,7,67482,,19676167240
7076,Cyprus,2015,male,35-54 years,1,106371,,19676167240
7077,Cyprus,2015,male,15-24 years,5,58308,,19676167240
7078,Cyprus,2015,female,55-74 years,3,87902,,19676167240
7079,Cyprus,2015,female,25-34 years,2,70765,,19676167240
7080,Cyprus,2015,female,35-54 years,3,118975,,19676167240
7081,Cyprus,2015,female,15-24 years,1,58123,,19676167240
7082,Cyprus,2015,female, 5-14 years,0,44693,,19676167240
7083,Cyprus,2015,female,75+ years,0,29924,,19676167240
7084,Cyprus,2015,male, 5-14 years,0,46906,,19676167240
7085,Cyprus,2015,male,75+ years,0,22961,,19676167240
7086,Cyprus,2016,male,35-54 years,15,106925,,20153871681
7087,Cyprus,2016,male,15-24 years,5,58051,,20153871681
7088,Cyprus,2016,male,75+ years,2,24004,,20153871681
7089,Cyprus,2016,male,55-74 years,7,85486,,20153871681
7090,Cyprus,2016,male,25-34 years,2,68167,,20153871681
7091,Cyprus,2016,female,35-54 years,3,117819,,20153871681
7092,Cyprus,2016,female,25-34 years,1,71307,,20153871681
7093,Cyprus,2016,female,55-74 years,1,90294,,20153871681
7094,Cyprus,2016,female,15-24 years,0,58057,,20153871681
7095,Cyprus,2016,female,75+ years,0,31234,,20153871681
7096,Czech Republic,1990,male,75+ years,198,179200,0.761,40477403220
7097,Czech Republic,1990,male,55-74 years,385,800800,0.761,40477403220
7098,Czech Republic,1990,male,35-54 years,571,1421800,0.761,40477403220
7099,Czech Republic,1990,female,75+ years,129,364700,0.761,40477403220
7100,Czech Republic,1990,male,25-34 years,176,713900,0.761,40477403220
7101,Czech Republic,1990,female,55-74 years,196,1017200,0.761,40477403220
7102,Czech Republic,1990,male,15-24 years,99,783000,0.761,40477403220
7103,Czech Republic,1990,female,35-54 years,15,1426600,0.761,40477403220
7104,Czech Republic,1990,female,25-34 years,53,684200,0.761,40477403220
7105,Czech Republic,1990,female,15-24 years,34,747900,0.761,40477403220
7106,Czech Republic,1990,male, 5-14 years,5,804100,0.761,40477403220
7107,Czech Republic,1990,female, 5-14 years,1,767500,0.761,40477403220
7108,Czech Republic,1991,male,75+ years,168,171200,,29675502270
7109,Czech Republic,1991,male,55-74 years,365,805100,,29675502270
7110,Czech Republic,1991,male,35-54 years,554,1432400,,29675502270
7111,Czech Republic,1991,female,75+ years,14,352900,,29675502270
7112,Czech Republic,1991,male,25-34 years,176,693100,,29675502270
7113,Czech Republic,1991,female,55-74 years,171,1024900,,29675502270
7114,Czech Republic,1991,male,15-24 years,116,802000,,29675502270
7115,Czech Republic,1991,female,35-54 years,157,1443700,,29675502270
7116,Czech Republic,1991,female,25-34 years,45,668900,,29675502270
7117,Czech Republic,1991,female,15-24 years,33,766400,,29675502270
7118,Czech Republic,1991,male, 5-14 years,14,771400,,29675502270
7119,Czech Republic,1991,female, 5-14 years,1,735500,,29675502270
7120,Czech Republic,1992,male,75+ years,165,161400,,34590052812
7121,Czech Republic,1992,male,55-74 years,394,811100,,34590052812
7122,Czech Republic,1992,male,35-54 years,623,1454300,,34590052812
7123,Czech Republic,1992,female,75+ years,14,337800,,34590052812
7124,Czech Republic,1992,male,25-34 years,172,685500,,34590052812
7125,Czech Republic,1992,female,55-74 years,164,1035800,,34590052812
7126,Czech Republic,1992,male,15-24 years,122,825400,,34590052812
7127,Czech Republic,1992,female,35-54 years,164,1465300,,34590052812
7128,Czech Republic,1992,female,25-34 years,52,660200,,34590052812
7129,Czech Republic,1992,female,15-24 years,22,789000,,34590052812
7130,Czech Republic,1992,male, 5-14 years,9,745800,,34590052812
7131,Czech Republic,1992,female, 5-14 years,0,710300,,34590052812
7132,Czech Republic,1993,male,75+ years,155,152300,,40614350197
7133,Czech Republic,1993,male,55-74 years,355,819300,,40614350197
7134,Czech Republic,1993,male,35-54 years,592,1472000,,40614350197
7135,Czech Republic,1993,female,75+ years,11,322400,,40614350197
7136,Czech Republic,1993,male,25-34 years,159,682100,,40614350197
7137,Czech Republic,1993,male,15-24 years,139,847600,,40614350197
7138,Czech Republic,1993,female,55-74 years,155,1049400,,40614350197
7139,Czech Republic,1993,female,35-54 years,159,1482300,,40614350197
7140,Czech Republic,1993,female,25-34 years,46,655900,,40614350197
7141,Czech Republic,1993,female,15-24 years,35,810500,,40614350197
7142,Czech Republic,1993,male, 5-14 years,12,722000,,40614350197
7143,Czech Republic,1993,female, 5-14 years,0,687600,,40614350197
7144,Czech Republic,1994,male,75+ years,15,148000,,47554674591
7145,Czech Republic,1994,male,55-74 years,333,825100,,47554674591
7146,Czech Republic,1994,male,35-54 years,522,1482500,,47554674591
7147,Czech Republic,1994,female,75+ years,14,314000,,47554674591
7148,Czech Republic,1994,male,25-34 years,177,686000,,47554674591
7149,Czech Republic,1994,male,15-24 years,148,865700,,47554674591
7150,Czech Republic,1994,female,55-74 years,176,1057000,,47554674591
7151,Czech Republic,1994,female,35-54 years,177,1491800,,47554674591
7152,Czech Republic,1994,female,25-34 years,41,658900,,47554674591
7153,Czech Republic,1994,female,15-24 years,31,828100,,47554674591
7154,Czech Republic,1994,male, 5-14 years,11,699800,,47554674591
7155,Czech Republic,1994,female, 5-14 years,2,666800,,47554674591
7156,Czech Republic,1995,male,75+ years,132,150800,0.785,59775697061
7157,Czech Republic,1995,male,35-54 years,524,1486300,0.785,59775697061
7158,Czech Republic,1995,male,55-74 years,28,828300,0.785,59775697061
7159,Czech Republic,1995,female,75+ years,97,317400,0.785,59775697061
7160,Czech Republic,1995,male,25-34 years,18,695700,0.785,59775697061
7161,Czech Republic,1995,male,15-24 years,161,874900,0.785,59775697061
7162,Czech Republic,1995,female,55-74 years,15,1056900,0.785,59775697061
7163,Czech Republic,1995,female,35-54 years,138,1494200,0.785,59775697061
7164,Czech Republic,1995,female,15-24 years,35,837000,0.785,59775697061
7165,Czech Republic,1995,female,25-34 years,25,668100,0.785,59775697061
7166,Czech Republic,1995,male, 5-14 years,7,683100,0.785,59775697061
7167,Czech Republic,1995,female, 5-14 years,4,651600,0.785,59775697061
7168,Czech Republic,1996,male,75+ years,14,157200,,66985765439
7169,Czech Republic,1996,male,35-54 years,488,1487000,,66985765439
7170,Czech Republic,1996,male,55-74 years,266,831800,,66985765439
7171,Czech Republic,1996,female,75+ years,77,327500,,66985765439
7172,Czech Republic,1996,male,25-34 years,162,708200,,66985765439
7173,Czech Republic,1996,male,15-24 years,142,873600,,66985765439
7174,Czech Republic,1996,female,55-74 years,117,1054200,,66985765439
7175,Czech Republic,1996,female,35-54 years,117,1493000,,66985765439
7176,Czech Republic,1996,female,25-34 years,26,679400,,66985765439
7177,Czech Republic,1996,female,15-24 years,24,835700,,66985765439
7178,Czech Republic,1996,male, 5-14 years,8,673700,,66985765439
7179,Czech Republic,1996,female, 5-14 years,1,642600,,66985765439
7180,Czech Republic,1997,male,75+ years,122,165300,,61792161168
7181,Czech Republic,1997,male,55-74 years,333,836100,,61792161168
7182,Czech Republic,1997,male,35-54 years,55,1487400,,61792161168
7183,Czech Republic,1997,male,25-34 years,165,724200,,61792161168
7184,Czech Republic,1997,female,75+ years,61,340800,,61792161168
7185,Czech Republic,1997,male,15-24 years,136,865600,,61792161168
7186,Czech Republic,1997,female,55-74 years,16,1051400,,61792161168
7187,Czech Republic,1997,female,35-54 years,134,1492200,,61792161168
7188,Czech Republic,1997,female,25-34 years,32,693900,,61792161168
7189,Czech Republic,1997,female,15-24 years,21,828400,,61792161168
7190,Czech Republic,1997,male, 5-14 years,5,666600,,61792161168
7191,Czech Republic,1997,female, 5-14 years,1,634800,,61792161168
7192,Czech Republic,1998,male,75+ years,127,173500,,66490372105
7193,Czech Republic,1998,male,35-54 years,554,1487500,,66490372105
7194,Czech Republic,1998,male,55-74 years,277,845700,,66490372105
7195,Czech Republic,1998,male,25-34 years,179,742300,,66490372105
7196,Czech Republic,1998,female,75+ years,65,354800,,66490372105
7197,Czech Republic,1998,male,15-24 years,126,849600,,66490372105
7198,Czech Republic,1998,female,55-74 years,116,1053700,,66490372105
7199,Czech Republic,1998,female,35-54 years,11,1490700,,66490372105
7200,Czech Republic,1998,female,15-24 years,31,813700,,66490372105
7201,Czech Republic,1998,female,25-34 years,2,710600,,66490372105
7202,Czech Republic,1998,male, 5-14 years,5,659000,,66490372105
7203,Czech Republic,1998,female, 5-14 years,3,627200,,66490372105
7204,Czech Republic,1999,male,75+ years,154,181079,,64867483193
7205,Czech Republic,1999,male,55-74 years,32,860656,,64867483193
7206,Czech Republic,1999,male,35-54 years,59,1488504,,64867483193
7207,Czech Republic,1999,male,25-34 years,173,761534,,64867483193
7208,Czech Republic,1999,female,75+ years,68,368195,,64867483193
7209,Czech Republic,1999,male,15-24 years,144,824827,,64867483193
7210,Czech Republic,1999,female,55-74 years,94,1061220,,64867483193
7211,Czech Republic,1999,female,35-54 years,17,1488619,,64867483193
7212,Czech Republic,1999,female,25-34 years,32,728994,,64867483193
7213,Czech Republic,1999,female,15-24 years,24,790478,,64867483193
7214,Czech Republic,1999,male, 5-14 years,3,648214,,64867483193
7215,Czech Republic,1999,female, 5-14 years,0,616895,,64867483193
7216,Czech Republic,2000,male,75+ years,137,187872,0.821,61649492817
7217,Czech Republic,2000,male,35-54 years,546,1490793,0.821,61649492817
7218,Czech Republic,2000,male,55-74 years,294,875298,0.821,61649492817
7219,Czech Republic,2000,male,25-34 years,174,783436,0.821,61649492817
7220,Czech Republic,2000,male,15-24 years,139,797534,0.821,61649492817
7221,Czech Republic,2000,female,75+ years,63,380114,0.821,61649492817
7222,Czech Republic,2000,female,55-74 years,113,1069748,0.821,61649492817
7223,Czech Republic,2000,female,35-54 years,12,1487345,0.821,61649492817
7224,Czech Republic,2000,female,25-34 years,26,751117,0.821,61649492817
7225,Czech Republic,2000,female,15-24 years,25,763848,0.821,61649492817
7226,Czech Republic,2000,male, 5-14 years,8,631794,0.821,61649492817
7227,Czech Republic,2000,female, 5-14 years,4,600843,0.821,61649492817
7228,Czech Republic,2001,male,75+ years,142,191730,,67523642262
7229,Czech Republic,2001,male,35-54 years,558,1489505,,67523642262
7230,Czech Republic,2001,male,55-74 years,285,897842,,67523642262
7231,Czech Republic,2001,male,25-34 years,172,809431,,67523642262
7232,Czech Republic,2001,male,15-24 years,133,779015,,67523642262
7233,Czech Republic,2001,female,75+ years,57,387754,,67523642262
7234,Czech Republic,2001,female,35-54 years,129,1476998,,67523642262
7235,Czech Republic,2001,female,55-74 years,92,1084169,,67523642262
7236,Czech Republic,2001,female,25-34 years,3,772655,,67523642262
7237,Czech Republic,2001,female,15-24 years,19,745082,,67523642262
7238,Czech Republic,2001,male, 5-14 years,4,617745,,67523642262
7239,Czech Republic,2001,female, 5-14 years,2,586157,,67523642262
7240,Czech Republic,2002,male,75+ years,14,196619,,81910771994
7241,Czech Republic,2002,male,35-54 years,518,1458286,,81910771994
7242,Czech Republic,2002,male,55-74 years,282,921139,,81910771994
7243,Czech Republic,2002,male,25-34 years,18,818936,,81910771994
7244,Czech Republic,2002,female,75+ years,67,395065,,81910771994
7245,Czech Republic,2002,male,15-24 years,91,746413,,81910771994
7246,Czech Republic,2002,female,55-74 years,86,1105366,,81910771994
7247,Czech Republic,2002,female,35-54 years,18,1451319,,81910771994
7248,Czech Republic,2002,female,25-34 years,3,788166,,81910771994
7249,Czech Republic,2002,female,15-24 years,26,714488,,81910771994
7250,Czech Republic,2002,male, 5-14 years,5,592734,,81910771994
7251,Czech Republic,2002,female, 5-14 years,1,563932,,81910771994
7252,Czech Republic,2003,male,75+ years,158,202317,,99627140274
7253,Czech Republic,2003,male,35-54 years,572,1441293,,99627140274
7254,Czech Republic,2003,male,55-74 years,37,949402,,99627140274
7255,Czech Republic,2003,male,25-34 years,26,842279,,99627140274
7256,Czech Republic,2003,female,75+ years,74,403426,,99627140274
7257,Czech Republic,2003,male,15-24 years,116,726604,,99627140274
7258,Czech Republic,2003,female,35-54 years,127,1431458,,99627140274
7259,Czech Republic,2003,female,55-74 years,99,1129314,,99627140274
7260,Czech Republic,2003,female,25-34 years,29,810207,,99627140274
7261,Czech Republic,2003,female,15-24 years,22,694102,,99627140274
7262,Czech Republic,2003,male, 5-14 years,6,573339,,99627140274
7263,Czech Republic,2003,female, 5-14 years,3,544809,,99627140274
7264,Czech Republic,2004,male,75+ years,121,208455,,119162172468
7265,Czech Republic,2004,male,35-54 years,54,1429901,,119162172468
7266,Czech Republic,2004,male,55-74 years,317,973192,,119162172468
7267,Czech Republic,2004,male,25-34 years,193,862649,,119162172468
7268,Czech Republic,2004,male,15-24 years,11,707587,,119162172468
7269,Czech Republic,2004,female,75+ years,62,411827,,119162172468
7270,Czech Republic,2004,female,55-74 years,95,1150600,,119162172468
7271,Czech Republic,2004,female,35-54 years,99,1417483,,119162172468
7272,Czech Republic,2004,female,25-34 years,24,829828,,119162172468
7273,Czech Republic,2004,female,15-24 years,14,676084,,119162172468
7274,Czech Republic,2004,male, 5-14 years,5,553266,,119162172468
7275,Czech Republic,2004,female, 5-14 years,3,525775,,119162172468
7276,Czech Republic,2005,male,75+ years,113,215366,0.847,136280689891
7277,Czech Republic,2005,male,35-54 years,516,1427262,0.847,136280689891
7278,Czech Republic,2005,male,55-74 years,347,998004,0.847,136280689891
7279,Czech Republic,2005,male,25-34 years,28,877897,0.847,136280689891
7280,Czech Republic,2005,male,15-24 years,85,695191,0.847,136280689891
7281,Czech Republic,2005,female,75+ years,5,420901,0.847,136280689891
7282,Czech Republic,2005,female,35-54 years,19,1408555,0.847,136280689891
7283,Czech Republic,2005,female,55-74 years,82,1171511,0.847,136280689891
7284,Czech Republic,2005,female,25-34 years,33,841934,0.847,136280689891
7285,Czech Republic,2005,female,15-24 years,16,663458,0.847,136280689891
7286,Czech Republic,2005,male, 5-14 years,4,534812,0.847,136280689891
7287,Czech Republic,2005,female, 5-14 years,2,506842,0.847,136280689891
7288,Czech Republic,2006,male,75+ years,125,222276,,155463807113
7289,Czech Republic,2006,male,35-54 years,459,1426930,,155463807113
7290,Czech Republic,2006,male,55-74 years,299,1022887,,155463807113
7291,Czech Republic,2006,male,25-34 years,155,884745,,155463807113
7292,Czech Republic,2006,male,15-24 years,11,690682,,155463807113
7293,Czech Republic,2006,female,75+ years,41,430258,,155463807113
7294,Czech Republic,2006,female,55-74 years,9,1193318,,155463807113
7295,Czech Republic,2006,female,35-54 years,95,1401646,,155463807113
7296,Czech Republic,2006,female,25-34 years,2,845584,,155463807113
7297,Czech Republic,2006,female,15-24 years,12,658122,,155463807113
7298,Czech Republic,2006,male, 5-14 years,3,515573,,155463807113
7299,Czech Republic,2006,female, 5-14 years,0,488298,,155463807113
7300,Czech Republic,2007,male,75+ years,19,229015,,189227050760
7301,Czech Republic,2007,male,55-74 years,322,1047512,,189227050760
7302,Czech Republic,2007,male,35-54 years,44,1434256,,189227050760
7303,Czech Republic,2007,male,25-34 years,176,888983,,189227050760
7304,Czech Republic,2007,male,15-24 years,1,690165,,189227050760
7305,Czech Republic,2007,female,75+ years,49,438726,,189227050760
7306,Czech Republic,2007,female,55-74 years,72,1216178,,189227050760
7307,Czech Republic,2007,female,35-54 years,73,1400706,,189227050760
7308,Czech Republic,2007,female,25-34 years,21,846092,,189227050760
7309,Czech Republic,2007,female,15-24 years,15,654550,,189227050760
7310,Czech Republic,2007,male, 5-14 years,2,499126,,189227050760
7311,Czech Republic,2007,female, 5-14 years,0,472986,,189227050760
7312,Czech Republic,2008,male,75+ years,137,235750,,235718586901
7313,Czech Republic,2008,male,35-54 years,434,1457201,,235718586901
7314,Czech Republic,2008,male,55-74 years,291,1075692,,235718586901
7315,Czech Republic,2008,male,25-34 years,162,892070,,235718586901
7316,Czech Republic,2008,male,15-24 years,96,692756,,235718586901
7317,Czech Republic,2008,female,75+ years,37,446156,,235718586901
7318,Czech Republic,2008,female,55-74 years,84,1241767,,235718586901
7319,Czech Republic,2008,female,35-54 years,88,1412333,,235718586901
7320,Czech Republic,2008,female,25-34 years,32,842858,,235718586901
7321,Czech Republic,2008,female,15-24 years,14,653487,,235718586901
7322,Czech Republic,2008,male, 5-14 years,3,487813,,235718586901
7323,Czech Republic,2008,female, 5-14 years,1,461711,,235718586901
7324,Czech Republic,2009,male,75+ years,135,240265,,206179982164
7325,Czech Republic,2009,male,35-54 years,476,1480738,,206179982164
7326,Czech Republic,2009,male,55-74 years,337,1100133,,206179982164
7327,Czech Republic,2009,male,25-34 years,199,880108,,206179982164
7328,Czech Republic,2009,male,15-24 years,81,685218,,206179982164
7329,Czech Republic,2009,female,75+ years,42,450517,,206179982164
7330,Czech Republic,2009,female,55-74 years,78,1265312,,206179982164
7331,Czech Republic,2009,female,35-54 years,79,1428022,,206179982164
7332,Czech Republic,2009,female,15-24 years,16,646079,,206179982164
7333,Czech Republic,2009,female,25-34 years,18,827079,,206179982164
7334,Czech Republic,2009,male, 5-14 years,2,479988,,206179982164
7335,Czech Republic,2009,female, 5-14 years,1,453948,,206179982164
7336,Czech Republic,2010,male,75+ years,115,243211,0.863,207477857919
7337,Czech Republic,2010,male,55-74 years,394,1121705,0.863,207477857919
7338,Czech Republic,2010,male,35-54 years,473,1499075,0.863,207477857919
7339,Czech Republic,2010,male,25-34 years,168,858416,0.863,207477857919
7340,Czech Republic,2010,male,15-24 years,94,665538,0.863,207477857919
7341,Czech Republic,2010,female,75+ years,4,453417,0.863,207477857919
7342,Czech Republic,2010,female,55-74 years,84,1288749,0.863,207477857919
7343,Czech Republic,2010,female,35-54 years,87,1445352,0.863,207477857919
